P7|REP|Regional Paraguaya|REGIOPAR|Paraguay|Defunct
P7|ESL|Russian Sky Airlines|RADUGA|Russia|
P6|PSC|Pascan Aviation|PASCAN|Canada|1999
P6|PVG|Privilege Style Líneas Aéreas|PRIVILEGE|Spain|
P5|RPB|AeroRepública|AEROREPUBLICA|Colombia|
P3|PTB|Passaredo Transportes Aéreos|PASSAREDO|Brazil|
P0|PFZ|Proflight Zambia|PROFLIGHT-ZAMBIA|Zambia|
OZ|AAR|Asiana Airlines|ASIANA|Republic of Korea|
OZ|OZR|Ozark Air Lines|OZARK|United States|Defunct
OY|ANS|Andes Líneas Aéreas|AEROANDES|Argentina|
OY|OAE|Omni Air International|OMNI-EXPRESS|United States|
OX|OEA|Orient Thai Airlines|ORIENT THAI|Thailand|
OW|EXK|Executive Airlines|EXECUTIVE EAGLE|United States|American Eagle
OV|ELL|Estonian Air|ESTONIAN|Estonia|
OV|OMS|SalamAir|MAZOON|Oman|Oman’s first Low Cost Carrier
OU|CTN|Croatia Airlines|CROATIA|Croatia|
OT|PEL|Aeropelican Air Services|PELICAN|Australia|
OS|AUA|Austrian Airlines|AUSTRIAN|Austria|
OR|TFL|TUI Airlines Netherlands|ORANGE|Netherlands|
OP|CHK|Chalk's International Airlines|CHALKS|United States|
OO|SKW|SkyWest Airlines|SKYWEST|United States|
ON|RON|Our Airline|OUR AIRLINE|Nauru|formerly Air Nauru
OM|MGL|MIAT Mongolian Airlines|MONGOL AIR|Mongolia|
OL|OLT|OLT Express Germany|OLTRA|Germany|
OL|SZB|Samoa Air|SAMOA|Samoa|
OK|CSA|Czech Airlines|CSA|Czech Republic|
OK|CSA|Czech Airlines|CSA-LINES|Czech Republic|
OJ|FJM|Fly Jamaica Airways|GREENHEART|Jamaica|
OJ|OLA|Overland Airways|OVERLAND|Nigeria|
OH|COM|Comair|COMAIR|United States|
OH|JIA|PSA Airlines|BLUE STREAK|United States|part of American Airlines Group
OF|FIF|Air Finland|AIR FINLAND|Finland|
OF|ENT|Enter Air|ENTER|Poland|
OF|TML|Transports et Travaux Aériens de Madagascar|TAM AIRLINE|Madagascar|
OE|AOT|Asia Overnight Express|ASIA OVERNIGHT|Philippines|
OE[28]|LDM|LaudaMotion|LAUDA MOTION|Austria|
OE|LDM|Laudamotion|LAUDA MOTION|Austria|
OD|MXD|Malindo Airways|MALINDO EXPRESS|Malaysia|
OB|ASZ|Astrakhan Airlines|AIR ASTRAKHAN|Russia|defunct
OB|AAT|Austrian Airtransport|AUSTRIAN CHARTER|Austria|defunct; former IATA code: U8, OG; former ICAO code: AUC
OB|BOV|Boliviana de Aviación|BOLIVIANA|Bolivia|
OB|AAN|Oasis International Airlines Now assigned to Boliviana de Aviacion (BoA)|OASIS|Spain|Ceased operations
OA|OAL|Olympic Air|OLYMPIC|Greece|
OA|OAL|Olympic Airlines|OLYMPIC|Greece|Defunct
O9|NOV|Nova Airline|NOVANILE|Sudan|
O8|OHK|Oasis Hong Kong Airlines|OASIS|Hong Kong|Defunct
O7|OZJ|Ozjet Airlines|AUSJET|Australia|
O6|ONE|Avianca Brazil|OCEAN AIR|Brazil|Owned by Synergy Group
O6|ONE|Avianca Brazil|OCEANAIR|Brazil|formerly Oceanair
O4|ABV|Antrak Air|ANTRAK|Ghana|
O3|CSS|SF Airlines|SHUN FENG|China|
O2|JEA|OLT Express|JETA|Poland|defunct, funded by acquisition of Jet Air and YES Airways
O2||Linear Air|HARPOON|United States|Allocated in 2017
TE|ANZ|Air New Zealand|NEW ZEALAND|New Zealand|"NZ" used by New Zealand National Airways Corporation until its merger with Air New Zealand in 1978
NZ|EAG|Eagle Airways|EAGLE|New Zealand|
NY|FXI|Air Iceland|FAXI|Iceland|
NX|AMU|Air Macau|AIR MACAO|Macao|
NW|NWA|Northwest Airlines|NORTHWEST|United States|defunct
NV|CRF|Air Central|AIR CENTRAL|Japan|Ceased operations 2010
NU|JTA|Japan Transocean Air|JAI OCEAN|Japan|
NT|IBB|Binter Canarias|BINTER|Spain|
NR|PIR|Pamir Airways|PAMIR|Afghanistan|
NQ|AJX|Air Japan|AIR JAPAN|Japan|
NO|AUS|Aus-Air||Australia|defunct
NO|NOS|Neos|MOONFLOWER|Italy|
NN|MOV|VIM Airlines|MOV AIR|Russia|
NM|DRD|Air Madrid|ALADA AIR|Spain|defunct
NM|NZM|Mount Cook Airlines|MOUNTCOOK|New Zealand|
NL|SAI|Shaheen Air International|SHAHEEN AIR|Pakistan|
NK|NKS|Spirit Airlines|SPIRIT WINGS|United States|
NK|NKS|Spirit Airlines|SPIRIT WINGS|United States|
NI||LANICA||Nicaragua|
NI|PGA|Portugalia|PORTUGALIA|Portugal|
NH|ANA|All Nippon Airways|ALL NIPPON|Japan|
NG|LDA|Lauda Air|LAUDA AIR|Austria|
NF|AVN|Air Vanuatu|AIR VAN|Vanuatu|
NE|ESK|SkyEurope|RELAX|Slovakia|defunct
NC|NJS|National Jet Systems|NATIONAL JET|Australia|
NC|NAC|Northern Air Cargo|YUKON|United States|
NB|SNB|Sterling Airlines|STERLING|Denmark|
NA|NAL|National Airlines|NATIONAL|United States|defunct
NA|NAO|North American Airlines|NORTH AMERICAN|United States|
N9||North Coast Aviation||Papua New Guinea|
N9|SHA|Shree Airlines|SHREEAIR|Nepal|
N8|HGK|Fika Salaama Airlines|SALAAMA|Uganda|
N8|NCR|National Air Cargo dba National Airlines|NATIONAL CARGO|United States|
N7|ROK|National Airlines|RED ROCK|United States|defunct
N6|JEV|Lagun Air||Spain|
N6|ACQ|Nuevo Continente|AERO CONTINENTE|Peru|Operating license revoked by Chile 10/06/2002; Ceased operations 2005; Former name: Aero Continente
N5|KGZ|Kyrgyz Airlines|BERMET|Kyrgyzstan|
N5|FEY|Fly Easy|FLYEASY|India|
N5||Norfolk Air||Norfolk Island|Defunct
N5|SGY|Skagway Air Service|SKAGWAY AIR|United States|
N4|MTC|Mountain Air Company|MOUNTAIN LEONE|Sierra Leone|
N4|NCN|National Airlines||Chile|
N4|NWS|Nordwind Airlines|NORDLAND|Russia|
N2|DAG|Dagestan Airlines|DAGAL|Russia|
N2|QNK|Kabo Air|KABO|Nigeria|
MZ|MNA|Merpati Nusantara Airlines|MERPATI|Indonesia|
MY|MXJ|Maxjet Airways|MAX-JET|United States|Defunct
MY|MWA|Midwest Airlines (Egypt)||Egypt|
MX|MXA|Mexicana de Aviación|MEXICANA|Mexico|
MW|MYD|Maya Island Air|MYLAND|Belize|
MW|MUL|Mokulele Airlines|MUKULELE|United States|Callsign and code changed from BUG/SPEEDBUGGY in 2013
MV|RML|Air Mediterranean|HELLASMED|Greece|
MU|CES|China Eastern Airlines|CHINA EASTERN|China|
MT|JMC|JMC Airlines|JAYEMMSEE|United Kingdom|
MT|TCX|Thomas Cook Airlines|THOMAS COOK|United Kingdom|Formerly "KESTREL”
MS|MSR|Egyptair|EGYPTAIR|Egypt|
MR|MRT|Air Mauritanie|MIKE ROMEO|Mauritania|
MR|MML|Hunnu Air|TRANS MONGOLIA|Mongolia|
MQ|EGF|American Eagle Airlines|EAGLE FLIGHT|United States|Renamed Envoy Air, ICAO Code and Callsign withdrawn in 2014
MQ|ENY|Envoy Air|ENVOY|United States|2014[15]
MP|MPH|Martinair|MARTINAIR|Netherlands|
MO|AUH|Abu Dhabi Amiri Flight|SULTAN|United Arab Emirates|Presidential flight
MO|CAV|Calm Air|CALM AIR|Canada|
MN|CAW|Comair|COMMERCIAL|South Africa|
MM|MMZ|EuroAtlantic Airways|EUROATLANTIC|Portugal|
MM|SAM|SAM Colombia|SAM|Colombia|Sociedad Aeronáutica De Medellín
ML|BIE|Air Mediterranee|MEDITERRANEE|France|
ML|ETC|African Transport Trading and Investment Company|TRANATTICO|Sudan|
ML|MDW|Midway Airlines (1976–1991)|MIDWAY|United States|defunct
MK|MAU|Air Mauritius|AIRMAURITIUS|Mauritius|
MJ|LPR|Líneas Aéreas Privadas Argentinas|LAPA|Argentina|defunct
MJ|MLR|Mihin Lanka|MIHIN LANKA|Sri Lanka|
MI|SLK|SilkAir|SILKAIR|Singapore|
MH|MWG|MASwings|MASWINGS|Malaysia|
MH|MAS|Malaysia Airlines|MALAYSIAN|Malaysia|
MG|CCP|Champion Air|CHAMPION AIR|United States|
MF|CXA|Xiamen Airlines|XIAMEN AIR|China|
ME|MEA|Middle East Airlines|CEDAR JET|Lebanon|
MD|MDG|Air Madagascar|AIR MADAGASCAR|Madagascar|
MC|RCH|Air Mobility Command|REACH|United States|United States Air Force
MB|EXA|Execair Aviation|CANADIAN EXECAIRE|Canada|
MB|MNB|MNG Airlines|BLACK SEA|Turkey|
MA|MAH|Malév Hungarian Airlines|MALEV|Hungary|defunct
M9|MSI|Motor Sich|MOTOR SICH|Ukraine|
M8|MKN|Mekong Airlines|MEKONG AIRLINES|Cambodia|Defunct
M7|MAA|MasAir|MAS CARGA|Mexico|
M7|MSL|Marsland Aviation|MARSLANDAIR|Sudan|
M7|TBG|Tropical Airways||Haiti|
M6|AJT|Amerijet International|AMERIJET|United States|
M5|KEN|Kenmore Air|KENMORE|United States|
M4|MSA|Mistral Air|AIRMERCI|Italy|
M3|TUS|ABSA Cargo|Turismo|Brazil|
M3|SPJ|Air Service|AIR SKOPJE|Macedonia|
M3|NFA|North Flying|NORTH FLYING|Denmark|
M2|MZS|Mahfooz Aviation|MAHFOOZ|Gambia|
M2|MHV|MHS Aviation GmbH|SNOWCAP|Germany|
LZ||Balkan Bulgarian Airlines||Bulgaria|defunct
LZ[45]|SWU|Swiss Global Air Lines|EUROSWISS|Switzerland|
LY|ELY|El Al Israel Airlines|ELAL|Israel|
LX|SWR|Swiss International Air Lines|SWISS|Switzerland|
LW|NMI|Pacific Wings|TSUNAMI|United States|
LW|FDY|Sun Air International|FRIENDLY|United States|
LV|LBC|Albanian Airlines|ALBANIAN|Albania|
LV|LVL|Level|LEVEL|Spain and France|
LU|LXP|LATAM Express|LANEX|Chile|
LT|LTU|LTU International|LTU|Germany|
LT|SNG|LongJiang Airlines|SNOW EAGLE|China|
LS|EXS|Jet2.com|CHANNEX|United Kingdom|
LR|LRC|LACSA|LACSA|Costa Rica|
LQ|LAQ|Lebanese Air Transport|LAT|Lebanon|
LP|LPE|LATAM Peru|LANPERU|Peru|
LO|LOT|LOT Polish Airlines|POLLOT|Poland|
LN|LAA|Libyan Arab Airlines|LIBAIR|Libya|
LM|LVG|Livingston Energy Flight|LIVINGSTON|Italy|
LM|LOG|Loganair|LOGAN|United Kingdom|
LL|GRO|Allegro|ALLEGRO|Mexico|defunct (IATA code reallocated)
LL|BSK|Miami Air International|BISCAYNE|United States|Previous IATA Code "GL"
LK|LXR|Air Luxor|AIRLUXOR|Portugal|ICAO code no longer allocated
LJ|JNA|Jin Air|JIN AIR|South Korea|
LJ|SLA|Sierra National Airlines|SELAIR|Sierra Leone|
LI|LIA|Leeward Islands Air Transport|LIAT|Antigua and Barbuda|
LH|DLH|Lufthansa|LUFTHANSA|Germany|
LH|GEC|Lufthansa Cargo|LUFTHANSA CARGO|Germany|
LG|LGL|Luxair|LUXAIR|Luxembourg|
LF|NDC|FlyNordic|NORDIC|Sweden|defunct
LD|AHK|Air Hong Kong|AIR HONG KONG|Hong Kong|
LC|VLO|Varig Logística|VELOG|Brazil|
LB|LLB|Lloyd Aéreo Boliviano|LLOYDAEREO|Bolivia|
LA|LAN|LATAM Chile|LAN CHILE|Chile|
L9|MLI|Air Mali|AIR MALI|Mali|defunct
L9|BAL|Belle Air Europe|BELLEAIR EUROPE|Italy|Previously Britannia Airways
L9|BTZ|Bristow U.S. LLC|BRISTOW|United States|
L9|TLW|Teamline Air|Teamline|Austria|
L8|LXG|Air Luxor GB|LUXOR GOLF|Guinea-Bissau|
L7|LPN|Laoag International Airlines|LAOAG AIR|Philippines|
L7|LNP|Línea Aérea SAPSA|SAPSA|Chile|
L6|VNZ|Tbilaviamsheni|TBILAVIA|Georgia|
L5||Línea Aérea Cuencana||Ecuador|
L5|LTR|Lufttransport|LUFT TRANSPORT|Norway|
L4|SSX|Lynx Aviation|SHASTA|United States|Part of Frontier Airlines
L3|JOS|DHL de Guatemala||Guatemala|
L3|LTO|LTU Austria|BILLA TRANSPORT|Austria|
L2|LYC|Lynden Air Cargo|LYNDEN|United States|
L1||Lufthansa Systems||Germany|
KZ|NCA|Nippon Cargo Airlines|NIPPON CARGO|Japan|
KY|EQL|Air São Tomé and Príncipe|EQUATORIAL|São Tomé and Príncipe|defunct
KX|CAY|Cayman Airways|CAYMAN|Cayman Islands|
KW|KHK|Kharkiv Airlines|SUNRAY|Ukraine|
KW|WAN|Wataniya Airways|WATANIYA|Kuwait|
KV|MVD|Kavminvodyavia|AIR MINVODY|Russia|
KV|SKV|Sky Regional Airlines|MAPLE|Canada|
KU|KAC|Kuwait Airways|KUWAITI|Kuwait|
KS|PEN|Peninsula Airways|PENINSULA|United States|
KR|CWK|Comores Airlines|CONTICOM|Comoros|
KQ|KQA|Kenya Airways|KENYA|Kenya|
KP|KIA|Kiwi International Air Lines|KIWI AIR|United States|
KO|AER|Alaska Central Express|ACE AIR|United States|
KN|CUA|China United Airlines|LIANHANG|China|
KM|AMC|Air Malta|AIR MALTA|Malta|
KL|KLM|KLM|KLM|Netherlands|
KK|KKK|Atlasjet|ATLASJET|Turkey|
KJ|AAZ|Asian Air||Kyrgyzstan|
KJ|LAJ|British Mediterranean Airways|BEE MED|United Kingdom|
KI|AAG|Air Atlantique|ATLANTIC|United Kingdom|Former name: Atlantic Air Transport; former IATA codes: 7M, DG, transferred to Atlantic Flight Training in 2014.
KI|DHI|Adam Air|ADAM SKY|Indonesia|defunct
KH|AAH|Aloha Air Cargo|ALOHA|United States|
KG|BNX|LAI - Línea Aérea IAACA|AIR BARINAS|Venezuela|
KF|BLF|Blue1|BLUEFIN|Finland|
KE|KAL|Korean Air|KOREANAIR|South Korea|
KD|AEN|Air Enterprise|AIR ENTERPRISE|France|defunct
KD|KLS|Kalstar Aviation|KALSTAR|Indonesia|
KD|KNI|KD Avia|KALININGRAD AIR|Russia|
KC|KZR|Air Astana|ASTANALINE|Kazakhstan|
KB|DRK|Druk Air|ROYAL BHUTAN|Bhutan|
KA|HDA|Cathay Dragon|DRAGON|Hong Kong|
K9|KFS|Kalitta Charters|KALITTA|United States|Operates Lear 20s & 30s, Falcon 20s, & King Airs
K9|KRI|Krylo Airlines|Krylo|Russia|
K8|ZAK|Airlink Zambia||Zambia|Zambia Skyways Limited
K6|KHV|Angkor Air|AIR ANGKOR|Cambodia|
K6|KHV|Cambodia Angkor Air|ANGKOR AIR|Cambodia|
K6|KZW|Khalifa Airways|KHALIFA AIR|Algeria|
K5|SQH|SeaPort Airlines|SASQUATCH|United States|Former airline: Wings of Alaska now part of SeaPort Airlines. Alternative callsign: WINGS (for VFR flights only). Former ICAO code: WAK.
K4|CKS|Kalitta Air|CONNIE|United States|Operates 747-200s & -400s
K3|TQN|Taquan Air Services|TAQUAN|United States|
K2|ELO|Eurolot|EUROLOT|Poland|
JZ|SKX|Avia Express|SKY EXPRESS|Sweden|Former names: AMA-Flyg I Goteborg; Salair; former ICAO code: AAX
JZ|SKX|Skyways Express|SKY EXPRESS|Sweden|Ceased operations 2012; Operations continue as Avia Express
JY|IWY|InterCaribbean Airways|ISLANDWAYS|Turks and Caicos Islands|Name changed from Interisland Airways Limited and Air Turks & Caicos
JY|TCI|Air Turks and Caicos|KERRMONT|Turks and Caicos Islands|ICAO code no longer allocated
JX|JEC|Jett8 Airlines Cargo|TAIPAN|Singapore|
JW|APW|Arrow Air|BIG A|United States|defunct
JW|VNL|Vanilla Air|VANILLA|Japan|
JV|BLS|Bearskin Lake Air Service|BEARSKIN|Canada|
JU|ASL|Air Serbia|AIR SERBIA|Serbia|formerly JAT
JT|LNI|Lion Mentari Airlines|LION INTER|Indonesia|
JS|KOR|Air Koryo|AIR KORYO|Democratic People's Republic of Korea|
JR|SER|Aero California|AEROCALIFORNIA|Mexico|
JQ|JST|Jetstar Airways|JETSTAR|Australia|
JP|ADR|Adria Airways|ADRIA|Slovenia|
JO|JAZ|JALways|JALWAYS|Japan|
JO|JTG|Jettime|JETTIME|Denmark|
JN|XLA|Excel Airways|EXPO|United Kingdom|
JM|AJM|Air Jamaica|JAMAICA|Jamaica|merged into Caribbean Airlines; ICAO and IATA codes no longer used.
JM|JKT|Jetstar Hong Kong Airways|KAITAK|China|
JL|JAL|Japan Airlines|JAPANAIR|Japan|Japan Airlines International
JL|JAL|Japan Airlines Domestic|J-BIRD|Japan|defunct
JK|JKK|Spanair|SPANAIR|Spain|defunct
JJ|AGX|Aviogenex|GENEX|Serbia|
JJ|TAM|LATAM Brasil|TAM|Brazil|
JI|JAE|Jade Cargo International|JADE CARGO|China|
JI|MDW|Midway Airlines (1993–2003)|MIDWAY|United States|defunct
JH|NES|Nordeste Linhas Aéreas Regionais|NORDESTE|Brazil|
JF|JAA|Jet Asia Airways|JET ASIA|Thailand|
JF|LAB|L.A.B. Flying Service|LAB|United States|
JE|MNO|Mango|TULCA|South Africa|
JD|CBJ|Beijing Capital Airlines|CAPITAL JET|China|
JC|JEX|JAL Express|JANEX|Japan|
JB|JBA|Helijet|HELIJET|Canada|
JA|BON|B&H Airlines|Air Bosna|Bosnia and Herzegovina|
JA|JAT|JetSMART|ROCKSMART|Chile|
J9|GIF|Guinee Airlines|GUINEE AIRLINES|Guinea|defunct
J9|JZR|Jazeera Airways|JAZEERA|Kuwait|
J8|BVT|Berjaya Air|BERJAYA|Malaysia|
J7|CVC|Centre-Avia|AVIACENTRE|Russia|
J7|DNM|Denim Air|DENIM|Netherlands|Defunct
J7|VJA|ValuJet Airlines|CRITTER|United States|Now operating as AirTran Airways. J7 Reassigned.
J6|AOC|AVCOM|AERO AVCOM|Russia|
J4|BFL|Buffalo Airways|BUFFALO|Canada|
J4|JCI|Jordan International Air Cargo||Jordan|
J3|PLR|Northwestern Air|POLARIS|Canada|
J2|AHY|Azerbaijan Airlines|AZAL|Azerbaijan|
IZ|AIZ|Arkia Israel Airlines|ARKIA|Israel|
IY|IYE|Yemenia|YEMENI|Yemen|
IX|AXB|Air India Express|EXPRESS INDIA|India|
IW|AOM|AOM French Airlines|French Lines|France|defunct
IW|WON|Wings Air|WINGS ABADI|Indonesia|Subsidiary of Lion Air
IV|JET|Wind Jet|GHIBLI|Italy|
IT|KFR|Kingfisher Airlines|KINGFISHER|India|
IT|TTW|Tigerair Taiwan|SMART CAT|Taiwan|
IR|IRA|Iran Air|IRANAIR|Iran|Was B9
IQ|AUB|Augsburg Airways|AUGSBURG-AIR|Germany|defunct
IP|JOL|Atyrau Air Ways|EDIL|Kazakhstan|
IO|IAA|Indonesian Airlines|INDO LINES|Indonesia|
IN|MAK|MAT Macedonian Airlines|MAKAVIO|Macedonia|
IN|NIH|NAM Air|NAM|Indonesia|
IM|MNJ|Menajet|MENAJET|Lebanon|
IK|KAR|Ikar|IKAR|Russian Federation|
IK|LKN|Lankair|Lankair|Sri Lanka|
IJ|GWL|Great Wall Airlines|GREAT WALL|China|
IJ|SJO|Spring Airlines Japan|JEY SPRING|Japan|
II|CSQ|IBC Airways|CHASQUI|United States|
IH||Falcon Aviation||Sweden|
IH|MZA|Irtysh Air|IRTYSH AIRLINES|Kazakhstan|Old IATA code: IT; old ICAO code: IRT
IG|AEY|Air Italy|AIR ITALY|Italy|merged into Meridiana
IG|ISS|Meridiana|MERIDIANA|Italy|Callsign was MERAIR
IF|ISW|Islas Airways|PINTADERA|Spain|
IE|SOL|Solomon Airlines|SOLOMON|Solomon Islands|
ID|BTK|Batik Air|BATIK|Indonesia|
ID|ITK|Interlink Airlines|INTERLINK|South Africa|
IC|IAC|Indian Airlines|INDAIR|India|
IB|IBE|Iberia Airlines|IBERIA|Spain|
IA|IAW|Iraqi Airways|IRAQI|Iraq|
I9|IBU|Indigo Airlines|INDIGO BLUE|United States|
I7|PMW|Paramount Airways|PARAWAY|India|
I6|SEQ|Sky Eyes|SKY EYES|Thailand|
I5|IAD|AirAsia India|ARIYA|India|Founded 28. Mar 2013
I4|FWA|Interstate Airlines|FREEWAYAIR|Netherlands|Defunct
I2|IBS|Iberia Express|IBEREXPRESS|Spain|Charter service, low cost carrier for EU flights of Iberia operating only A320's
HZ|SHU|Sakhalinskie Aviatrassy (SAT)|SATAIR|Russia|
HZ|SOZ|Sat Airlines|SATCO|Kazakhstan|
HY|UZB|Uzbekistan Airways|UZBEK|Uzbekistan|
HX|CRK|Hong Kong Airlines|BAUHINIA|Hong Kong|
HW|FHE|Hello|FLYHELLO|Switzerland|
HW|NWL|North-Wright Airways|NORTHWRIGHT|Canada|
HV|TRA|Transavia Holland|TRANSAVIA|Netherlands|
HU|CHH|Hainan Airlines|HAINAN|China|
HT|AHW|Aeromist-Kharkiv|AEROMIST|Ukraine|defunct
HR|HHN|Hahn Air|ROOSTER|Germany|
HQ|HMY|Harmony Airways|HARMONY|Canada|
HQ|TCW|Thomas Cook Airlines|THOMAS COOK|Belgium|
HP|AWE|America West Airlines|CACTUS|United States|Merged with US Airways
HP||Hawaiian Pacific Airlines||United States|defunct
HP|HPA|Pearl Airways|PEARL AIRWAYS|Haiti|IATA code withdrawn
HP||Phoenix Airways||Switzerland|
HO|DJA|Antinea Airlines|ANTINEA|Algeria|defunct
HO|DKH|Juneyao Airlines|JUNEYAO AIRLINES|China|
HN|HVY|Heavylift Cargo Airlines|HEAVY CARGO|Australia|
HM|SEY|Air Seychelles|SEYCHELLES|Seychelles|
HK|FSC|Four Star Aviation / Four Star Cargo|FOUR STAR|United States|Virgin Islands
HJ|AXF|Asian Express Airlines|FREIGHTEXPRESS|Australia|[citation needed]
HJ|HEJ|Hellas Jet|HELLAS JET|Greece|ceased operation in 2010
HH||Hope Air|HOPE AIR|Canada|
HG|NLY|Niki|FLYNIKI|Austria|
HF|HLF|Hapagfly|HAPAG LLOYD|Germany|TUIfly
HE|LGW|Luftfahrtgesellschaft Walter|WALTER|Germany|
HD|HLN|Air Holland|ORANGE|Netherlands|defunct
HD|ADO|AIRDO|AIR DO|Japan|
HC|ATI|Aero-Tropics Air Services||Australia|defunct
HC|HCC|Holidays Czech Airlines|CZECH HOLIDAYS|Czech Republic|
HC||Iceland Express||Iceland|Ceased operations 2012
HB|HAR|Harbor Airlines|HARBOR|United States|
HA|HAL|Hawaiian Airlines|HAWAIIAN|United States|
H9|HAD|Air d'Ayiti|HAITI AVIA|Haiti|
H9|HIM|Himalaya Airlines|HIMALAYA|Nepal|
H9|IZM|Izair|IZMIR|Turkey|
H8|KHB|Dalavia|DALAVIA|Russia|
H7|EGU|Eagle Air|AFRICAN EAGLE|Uganda|
H6|HAG|Hageland Aviation Services|HAGELAND|United States|
H5|HOA|Hola Airlines|HOLA|Spain|
H5|MVL|Mavial Magadan Airlines|Mavial|Russia|
H4||Héli Sécurité Helicopter Airlines||France|
H4|IIN|Inter Island Airways||Cape Verde|
H2|SKU|Sky Airline|AEROSKY|Chile|
H1||Hahn Air Systems||Germany|
GZ|RAR|Air Rarotonga|AIR RAROTONGA|Cook Islands|
GY||Guyana Airways 2000||	
GY|TMG|Tri-MG Intra Asia Airlines|TRILINES|Indonesia|
GX|GBC|Guangxi Beibu Gulf Airlines|SPRAY|China|
GX|JXX|JetX Airlines|JETBIRD|Iceland|
GX||Pacificair||Philippines|
GW|KIL|Kuban Airlines|AIR KUBAN|Russia|
GW|SGR|SkyGreece Airlines|SKYGREECE|Greece|
GV|ARF|Aero Flight|Aero Fox|Germany|defunct
GV|GUN|Grant Aviation|HOOT|United States|
GT|GBL|GB Airways|GEEBEE AIRWAYS|United Kingdom|
GS|UPA|Air Foyle|FOYLE|United Kingdom|defunct, ICAO code no longer allocated
GS|GCR|Tianjin Airlines|BO HAI|China|
GR|AUR|Aurigny Air Services|AYLINE|United Kingdom|
GR|GCO|Gemini Air Cargo|GEMINI|United States|
GQ|BSY|Big Sky Airlines|BIG SKY|United States|
GP|RIV|APG Airlines|RIVERA|France|
GP|PTP|Palau Trans Pacific Airlines|TRANS PACIFIC|Palau|
GO|KZU|Kuzu Airlines Cargo|KUZU CARGO|Turkey|
GN|AGN|Air Gabon|GOLF NOVEMBER|Gabon|defunct
GM|SVK|Air Slovakia|SLOVAKIA|Slovakia|ICAO code no longer allocated
GL|GRL|Air Greenland|GREENLAND|Denmark|
GL|GRL|Air Greenland|GREENLAND|Greenland
GK||Go One Airways||United Kingdom|Defunct?
GK|JJP|Jetstar Japan|ORANGE LINER|Japan|
GJ|MXC|Compania Mexicargo|MEXICARGO|Mexico|
GJ|CDC|CDI Cargo Airlines|HUALONG|China|
GJ|EEZ|Eurofly|E-FLY|Italy|
GI|IKA|Itek Air|ITEK-AIR|Kyrgyzstan|?ICAO confirmed; IATA not
GH|GLP|Globus Airlines|GLOBUS|Russia|
GH|GHA|Ghana Airways|GHANA|Ghana|defunct
GG|GUY|Air Guyane|GREEN BIRD|French Guiana|
GG|HAH|Air Comores International|AIR COMORES|Comoros|
GG|GGC|Cargo 360|LONG-HAUL|United States|
GG|KYE|Sky Lease Cargo|SKY CUBE|United States|https://en.wikipedia.org/wiki/Sky_Lease_Cargo
GF|GFA|Gulf Air|GULF AIR|Bahrain|
GE|TNA|TransAsia Airways||Taiwan|defunct
GD|AHA|Air Alpha Greenland|AIR ALPHA|Denmark|sold to Air Greenland
GC|GNR|Gambia International Airlines|GAMBIA INTERNATIONAL|Gambia|
GB|ABX|Airborne Express|ABEX|United States|August 14, 2003 merged into DHL
GB|ABX|ABX Air|ABEX|United States|August 15, 2003 Air operations of former Airborne Express
GA|GIA|Garuda Indonesia|INDONESIA|Indonesia|
G9|ABY|Air Arabia|ARABIA|United Arab Emirates|
G8|AGB|Air Service Gabon||Gabon|defunct
G8|ENK|Enkor JSC|ENKOR|Russia|
G8|GOW|GoAir|GOAIR|India|
G8|GUJ|Gujarat Airways|GUJARATAIR|India|
G7|GNF|Gandalf Airlines|Gandalf|Italy|
G7|GJS|GoJet Airlines|LINDBERGH|United States|
G6|BSR|Guine Bissaur Airlines|BISSAU AIRLINES|Guinea-Bissau|
G6|WLG|Air Volga|GOUMRAK|Russia|
G5|HXA|China Express Airlines|CHINA EXPRESS|China|
G4|AAY|Allegiant Air|ALLEGIANT|United States|
G3|CIX|City Connexion Airlines|CONNEXION|Burundi|defunct
G3|GLO|Gol Transportes Aéreos|GOL TRANSPORTE|Brazil|Brazilian low-cost airline.
G2|VXG|Avirex|AVIREX-GABON|Gabon|
G1||Gorkha Airlines|GORKHA AIRLINES|Nepal|?ICAO
G0|GHB|Ghana International Airlines|GHANA AIRLINES|Ghana|
FZ|FDB|Flydubai|SKYDUBAI|UAE|
FY|FFM|Firefly|FIREFLY|Malaysia|
FY|NWR|Northwest Regional Airlines||Australia|
FX|FDX|FedEx Express|FEDEX|United States|
FW|IBX|Ibex Airlines|IBEX|Japan|
FV|PLK|Pulkovo Aviation Enterprise|PULKOVO|Russia|defunct merged into Rossiya (airline)
FV|SDM|Rossiya|RUSSIA|Russia|Airline merged with Pulkovo Aviation Enterprise and renamed to Rossiya
FT|SRH|Siem Reap Airways|SIEMREAP AIR|Cambodia|
FS|ACL|Itali Airlines|SPADA|Italy|Former name: Transporti Aerei Italiani; former IATA Code: 9X*; former ICAO code: ACO
FS|STU|Servicios de Transportes Aéreos Fueguinos|FUEGUINO|Argentina|ICAO and call sign not current
FR|RYR|Ryanair|RYANAIR|Ireland|
FP|FRE|FlyPelican|PELICAN|Australia|Pelican Airlines Pty Ltd since 1 June 2015
FP|FRE|Freedom Air|FREEDOM|United States|Aviation Services
FP|AND|Servicios Aéreos de los Andes|SERVI ANDES|Peru|2014[41]
FO|ATM|Airlines of Tasmania|AIRTAS|Australia|
